report_id,timestamp,latitude,longitude,description,category,severity,image_path
R-2226,2026-09-04T18:05:12,12.94507,79.14502,Manhole is bubbling over with dark brown effluent right in the middle of traffic.,sewer_overflow,55,images/drain_06.jpg
R-2227,2026-09-04T18:06:10,12.944828,79.144963,Nasty sewage backup running down the gutter from a loose manhole cover. Smells awful.,sewer_overflow,77,images/drain_04.jpg
R-2228,2026-09-04T18:06:50,12.946523,79.151516,Street flooded from storm surge and water is taking forever to recede into the storm sewer.,waterlogging,46,images/waterlog_03.jpg
R-2229,2026-09-04T18:07:44,13.005193,79.147259,"Got some minor dampness across the whole lane following the recent rain, but traction seems fine overall.",wet_road,32,images/wetroad_04.jpg
R-2230,2026-09-04T18:08:15,12.964749,79.13,Big lake forming on the asphalt because of yesterday's heavy rain and blocked grates.,waterlogging,41,images/waterlog_02.jpg
R-2231,2026-09-04T18:08:39,13.001162,79.133186,Slow drainage is turning this neighborhood street into a swamp after every rain shower.,waterlogging,42,images/waterlog_07.jpg
R-2232,2026-09-04T18:09:02,13.003351,79.13,"Cars speeding by are splashing standing water from the recent rain up onto the sidewalk, heads up for pedestrians.",wet_road,38,images/wetroad_04.jpg
R-2233,2026-09-04T18:09:28,13.01,79.14098,Standing puddles across the entire lane making it impossible to walk without getting soaked from passing cars after the storm.,waterlogging,30,images/waterlog_05.jpg
R-2234,2026-09-04T18:19:59,12.973793,79.136828,The heavy rain caused severe waterlogging and now there is stagnant rainwater attracting bugs.,waterlogging,36,images/waterlog_06.jpg
R-2235,2026-09-04T18:20:44,12.975341,79.140769,Street flooded from storm water overflow near the park entrance.,waterlogging,25,images/waterlog_01.jpg
R-2236,2026-09-04T18:22:59,12.996914,79.158385,"The pavement has a thin film of water on it because of the passing storm, pretty typical slick conditions.",wet_road,27,images/wetroad_04.jpg
R-2237,2026-09-04T18:23:45,12.950929,79.151786,Just wanted to report that the street is damp and shiny after the rain stopped a few minutes ago.,wet_road,32,images/wetroad_02.jpg
R-2238,2026-09-04T18:26:45,12.98724,79.147589,Drainage is way too slow here; water is still sitting across both lanes hours after the rain stopped.,waterlogging,39,images/waterlog_01.jpg
R-2239,2026-09-04T18:28:00,12.999177,79.14873,Massive standing puddles across the lane after last night's fierce weather event.,waterlogging,28,images/waterlog_05.jpg
R-2240,2026-09-04T18:29:24,12.973402,79.132251,Cardboard boxes and broken plastic crates piled high against the brick wall of the alleyway.,normal_road,20,images/noise_04.jpg
R-2241,2026-09-04T18:31:11,12.976722,79.143885,Unbelievable flooding on Main Street due to torrential rain and completely plugged storm drains.,waterlogging,41,images/waterlog_03.jpg
R-2242,2026-09-04T18:32:31,12.966921,79.148494,Noticed some slippery spots on the road surface where the rain hasn't fully evaporated yet.,wet_road,30,images/wetroad_02.jpg
R-2243,2026-09-04T18:32:31,12.94496,79.144852,The catch basin grate is sealed shut with packed dirt and leaves. Water is backing up onto the asphalt and creating a traffic hazard.,drain_blockage,71,images/drain_01.jpg
R-2244,2026-09-04T18:33:01,12.963745,79.150594,Stagnant rainwater covering the whole intersection because the municipal drains are overwhelmed from the storm.,waterlogging,27,images/waterlog_08.jpg
R-2245,2026-09-04T18:33:28,12.993353,79.16404,Street flooded from storm downpours and the water level is rising instead of going down.,waterlogging,42,images/waterlog_03.jpg
R-2246,2026-09-04T18:37:32,13.008627,79.13,The recent rain left the blacktop looking wet and glossy with some light splashing from traffic.,wet_road,28,images/wetroad_03.jpg
R-2247,2026-09-04T18:38:36,13.01,79.13,Slow drainage means we have massive puddles spanning the whole road following this morning's rain.,waterlogging,41,images/waterlog_05.jpg
R-2248,2026-09-04T18:38:39,12.970151,79.15181,Dirty stagnant rainwater is pooling across the driving lane because of the recent heavy rainstorms.,waterlogging,21,images/waterlog_07.jpg
R-2249,2026-09-04T18:39:19,12.998222,79.140156,Street flooded from storm runoff and nothing is draining properly near the railway bridge.,waterlogging,49,images/waterlog_04.jpg
R-2250,2026-09-04T18:39:50,12.970725,79.147633,"Damp road conditions following the wet weather today, driving is normal though a bit splashy.",wet_road,36,images/wetroad_01.jpg
R-2251,2026-09-04T18:39:53,12.997541,79.13,Deep standing puddles across the lane forcing cars to swerve into oncoming traffic after the heavy rain.,waterlogging,25,images/waterlog_04.jpg
R-2252,2026-09-04T18:41:03,12.974913,79.155026,The storm drain on 4th and Grand has a grate covered in soda cans and wrappers. Water is backing up into the bike lane.,drain_blockage,69,images/drain_02.jpg
R-2253,2026-09-04T18:41:04,12.98395,79.161067,The heavy weather left behind terrible waterlogging with slow drainage backing up into yards.,waterlogging,49,images/waterlog_03.jpg
R-2254,2026-09-04T18:41:11,12.97324,79.149537,Some damp patches remaining on the avenue after the morning rainstorm passed through the neighborhood.,wet_road,27,images/wetroad_01.jpg
R-2255,2026-09-04T18:45:38,12.969782,79.136234,"Roads are slightly damp from the drizzle, causing a bit of spray behind the cars in front of me.",wet_road,30,images/wetroad_04.jpg
R-2256,2026-09-04T18:46:53,12.995954,79.156797,"Pavement is wet from the recent rain, resulting in light water splashing as vehicles go past.",wet_road,28,images/wetroad_02.jpg
R-2257,2026-09-04T18:48:03,13.005161,79.165116,Filthy grey waste water is pooling on the sidewalk from an overflowing street drain.,sewer_overflow,62,images/drain_03.jpg
R-2258,2026-09-04T18:48:05,13.001251,79.13,Street flooded from storm water overflow and the entire block is practically impassable since the heavy rain started.,waterlogging,43,images/waterlog_06.jpg
R-2259,2026-09-04T18:48:13,12.999975,79.13,Stagnant rainwater has been sitting in huge pools across the pavement all afternoon because of the recent severe weather.,waterlogging,40,images/waterlog_04.jpg
R-2260,2026-09-04T18:50:36,12.973583,79.172115,Aggressive stray german shepherd barking at people walking their dogs down by the creek trail.,normal_road,16,images/noise_06.jpg
R-2261,2026-09-04T18:52:50,12.95863,79.144507,Slow drainage on the south side of the square means water is lingering across every lane long after the rain stopped.,waterlogging,22,images/waterlog_08.jpg
R-2262,2026-09-04T18:55:28,12.958748,79.138907,"Surface water from the storm is pooling slightly, leading to minor splashing from passing traffic.",wet_road,35,images/wetroad_03.jpg
R-2263,2026-09-04T18:55:46,12.950954,79.137748,"The road feels a bit greasy and damp after the rain cleared up, just taking extra care.",wet_road,27,images/wetroad_03.jpg
R-2264,2026-09-04T19:01:58,13.001591,79.13,Light rain left the road surface damp with some scattered puddles causing minor spray.,wet_road,43,images/wetroad_02.jpg
R-2265,2026-09-04T19:03:26,12.996667,79.15338,Standing puddles across the lane are splashing pedestrians every time a truck drives by following the massive downpour.,waterlogging,27,images/waterlog_04.jpg
R-2266,2026-09-04T19:03:45,12.957323,79.14222,Street flooded from storm runoff right near the bus stop after yesterday's relentless rainstorms.,waterlogging,37,images/waterlog_02.jpg
R-2267,2026-09-04T19:07:01,12.972414,79.154686,The recent heavy storm left deep stagnant rainwater that refuses to drain into the blocked catch basins.,waterlogging,35,images/waterlog_02.jpg
R-2268,2026-09-04T19:08:27,13.01,79.13,Terrible slow drainage is keeping water pooled across the alleyway following this morning's fierce rain.,waterlogging,22,images/waterlog_03.jpg
R-2269,2026-09-04T19:11:30,12.955233,79.134909,There is a massive sewage leak coming from the manhole near the playground. Very gross.,sewer_overflow,76,images/drain_02.jpg
R-2270,2026-09-04T19:14:30,13.01,79.141825,Street flooded from storm surge and the water level is creeping closer to our front steps due to the continuous rain.,waterlogging,40,images/waterlog_02.jpg
R-2271,2026-09-04T19:14:46,13.01,79.140484,"Streets are still damp from the earlier weather, causing cars to throw up mist and spray.",wet_road,30,images/wetroad_03.jpg
R-2272,2026-09-04T19:15:30,12.994892,79.184768,Blocked drain cover on Hickory St. Filthy water is pooling all over the sidewalk and smelling like garbage.,drain_blockage,59,images/drain_05.jpg
R-2273,2026-09-04T19:16:56,12.950027,79.175053,The pavement stays dark and soaked in a circular spot right by the water meter cover. It has been like that for over a day without any rain.,pipe_leak,49,images/trickle_05.jpg
R-2274,2026-09-04T19:18:57,12.980543,79.136807,Massive standing puddles across the lane are trapping cars because the drainage system is completely overwhelmed by the heavy weather.,waterlogging,34,images/waterlog_04.jpg
R-2275,2026-09-04T19:19:21,12.963943,79.154118,"A bit of dampness on the highway following the rain shower, traffic is moving smoothly though.",wet_road,23,images/wetroad_03.jpg
R-2276,2026-09-04T19:22:56,13.000691,79.138915,The asphalt is damp and reflective because of the recent rain we had this afternoon.,wet_road,32,images/wetroad_01.jpg
R-2277,2026-09-04T19:23:05,12.96607,79.148727,"Just wet road conditions left over from the rain, vehicles are kicking up some water spray.",wet_road,28,images/wetroad_01.jpg
R-2278,2026-09-04T19:23:15,13.009174,79.155863,Stagnant rainwater is breeding mosquitoes near the curb after the severe thunderstorm dumped inches of rain.,waterlogging,29,images/waterlog_06.jpg
R-2279,2026-09-04T19:24:46,12.95239,79.149292,Street flooded from storm overflow and drivers are getting stuck because the water won't recede from the heavy rain.,waterlogging,49,images/waterlog_04.jpg
R-2280,2026-09-04T19:26:36,12.950083,79.174967,There is a little pool of water that refuses to evaporate on the asphalt. It is fed by a very slow trickle coming from a crack in the road.,pipe_leak,50,images/trickle_05.jpg
R-2281,2026-09-04T19:27:14,13.00475,79.164849,Black sludge is backing up onto the road surface and creating a hazardous mess.,sewer_overflow,64,images/drain_04.jpg
R-2282,2026-09-04T19:28:04,12.965067,79.13447,Slow drainage is causing an enormous puddle to take up both lanes after today's unexpected cloudburst.,waterlogging,27,images/waterlog_01.jpg
R-2283,2026-09-04T19:31:32,12.971398,79.150364,"Minor damp patches on the street surface due to the wet weather, completely safe to drive on.",wet_road,31,images/wetroad_04.jpg
R-2284,2026-09-04T19:32:05,12.968825,79.160419,Standing puddles across the lane make cycling extremely hazardous following the recent heavy rainfall.,waterlogging,44,images/waterlog_07.jpg
R-2285,2026-09-04T19:38:04,12.951787,79.13,"Street flooded from storm runoff, leaving muddy stagnant rainwater across the entire intersection after last night's gale.",waterlogging,38,images/waterlog_05.jpg
R-2286,2026-09-04T19:39:26,12.955588,79.152455,"The road is slightly slick from the passing rain cloud, but nothing dangerous to report.",wet_road,25,images/wetroad_01.jpg
R-2287,2026-09-04T19:39:55,12.965967,79.134822,"The heavy rain caused severe waterlogging, and stagnant rainwater is now spilling over the curbs.",waterlogging,39,images/waterlog_02.jpg
R-2288,2026-09-04T19:42:10,12.949581,79.131595,Slow drainage by the marketplace has turned the street into a pond after the persistent rain.,waterlogging,45,images/waterlog_03.jpg
R-2289,2026-09-04T19:44:32,12.968961,79.13244,Water splashing from cars driving through the damp patches left by the recent rain shower.,wet_road,35,images/wetroad_01.jpg
R-2290,2026-09-04T19:45:18,13.01,79.13,"The pavement is holding onto a bit of moisture after the drizzle, causing tires to swish softly.",wet_road,34,images/wetroad_02.jpg
R-2291,2026-09-04T19:45:21,12.96831,79.13897,"Just reporting some damp tarmac left behind by the weather front, cars are kicking up fine mist.",wet_road,36,images/wetroad_03.jpg
R-2292,2026-09-04T19:46:36,12.957979,79.163123,Street flooded from storm downpours and the blocked drains aren't taking any of the heavy rainwater.,waterlogging,42,images/waterlog_01.jpg
R-2293,2026-09-04T19:46:50,12.965592,79.134433,Standing puddles across the lane are hiding massive potholes after the severe weather passed through.,waterlogging,33,images/waterlog_06.jpg
R-2294,2026-09-04T19:48:12,12.946249,79.144166,"The street is still drying out from the rain earlier, making it slightly slick in spots.",wet_road,37,images/wetroad_01.jpg
R-2295,2026-09-04T19:48:18,12.963991,79.151657,Stagnant rainwater fills the low spots on our street because the municipal drainage failed during the heavy storm.,waterlogging,45,images/waterlog_04.jpg
R-2296,2026-09-04T19:51:59,12.942699,79.144862,Street flooded from storm water accumulation and the slow drainage is making the commute miserable after the rain.,waterlogging,48,images/waterlog_06.jpg
R-2297,2026-09-04T19:52:48,13.002212,79.13,Massive pools of stagnant rainwater have formed across the asphalt due to inadequate drainage during the heavy rain.,waterlogging,33,images/waterlog_05.jpg
R-2298,2026-09-04T19:53:36,12.965809,79.148176,Street flooded from storm runoff and the water is refusing to flow down the drains after today's storms.,waterlogging,45,images/waterlog_01.jpg
R-2299,2026-09-04T19:54:00,13.01,79.154601,Passing auto mobile traffic is throwing up some surface water from the rain we just had.,wet_road,41,images/wetroad_02.jpg
R-2300,2026-09-04T19:54:14,12.973201,79.139913,Slow drainage has left large standing puddles across the lane right outside the apartment complex following the heavy rain.,waterlogging,41,images/waterlog_04.jpg
R-2301,2026-09-04T19:55:00,12.997307,79.13,"Roads are somewhat damp from the recent wet weather, though traffic is moving just fine.",wet_road,34,images/wetroad_04.jpg
R-2302,2026-09-04T19:57:54,12.976861,79.13,"A light sheen of water remains on the road following the rain, causing minor splashing from vehicles.",wet_road,34,images/wetroad_02.jpg
R-2303,2026-09-04T19:59:28,13.01,79.13,Stagnant rainwater is covering the entire turning lane because the recent heavy rain overloaded the sewers.,waterlogging,21,images/waterlog_05.jpg
R-2304,2026-09-04T19:59:59,12.955437,79.154421,"The blacktop is damp from the weather system that just rolled through, creating faint spray behind cars.",wet_road,22,images/wetroad_02.jpg
R-2305,2026-09-04T20:06:59,13.01,79.156285,"Noticed some damp patches on the asphalt after the shower stopped, nothing to be concerned about.",wet_road,27,images/wetroad_01.jpg
R-2306,2026-09-04T20:07:22,13.01,79.13,Street flooded from storm backups and the standing water is remaining stagnant long after the rain cleared.,waterlogging,25,images/waterlog_05.jpg
R-2307,2026-09-04T20:08:26,12.990636,79.131351,Street flooded from storm water piling up near the grocery store after hours of heavy rain.,waterlogging,48,images/waterlog_08.jpg
R-2308,2026-09-04T20:10:03,12.95507,79.13498,There is a clogged storm drain near the elementary school. Grates are plugged with dirt and water is creeping onto the playground path.,drain_blockage,50,images/drain_04.jpg
R-2309,2026-09-04T20:12:23,13.01,79.13809,Stagnant rainwater is taking over the parking bays because the storm drainage is completely broken following the heavy weather.,waterlogging,31,images/waterlog_06.jpg
R-2310,2026-09-04T20:17:33,13.01,79.139226,"The road surface has some residual dampness from today's rain, leading to a bit of tire splash.",wet_road,36,images/wetroad_04.jpg
R-2311,2026-09-04T20:20:54,13.01,79.146358,Slow drainage on the north avenue means water remains pooled across the tarmac since this morning's rainstorms.,waterlogging,33,images/waterlog_05.jpg
R-2312,2026-09-04T20:25:38,13.004865,79.13,Standing puddles across the lane are deep enough to stall smaller cars after the massive downpour.,waterlogging,44,images/waterlog_02.jpg
R-2313,2026-09-04T20:26:10,12.945127,79.144738,"The sewer is overflowing again on cedar street, sending smelly dirty water across the pavement.",sewer_overflow,71,images/drain_06.jpg
R-2314,2026-09-04T20:30:57,12.978679,79.164674,Disabled parking sign is bent completely in half after some idiot backed their truck into it.,normal_road,16,images/noise_02.jpg
R-2315,2026-09-04T20:32:35,12.997976,79.152149,Street flooded from storm runoff and now murky water is creeping onto residential driveways following the heavy rain.,waterlogging,49,images/waterlog_04.jpg
R-2316,2026-09-04T20:35:57,13.00343,79.13851,"The recent heavy storm caused terrible slow drainage, leaving a huge lake of water sitting across the intersection.",waterlogging,40,images/waterlog_06.jpg
R-2317,2026-09-04T20:45:28,13.01,79.130549,Stagnant rainwater has been sitting undisturbed in deep pools along the curb ever since the heavy rain stopped.,waterlogging,37,images/waterlog_06.jpg
R-2318,2026-09-04T20:55:50,12.985511,79.1493,Cars driving by are spraying up light puddles left over from the afternoon rain shower.,wet_road,33,images/wetroad_01.jpg
R-2319,2026-09-04T20:58:43,12.993087,79.156262,Street flooded from storm backup and the water level refuses to drop despite the heavy rain easing up.,waterlogging,36,images/waterlog_04.jpg
R-2320,2026-09-04T21:00:34,12.996648,79.156882,Heaved pavement blocks on the pedestrian path by the library making people trip left and right.,normal_road,13,images/noise_06.jpg
R-2321,2026-09-04T21:11:04,12.990664,79.13,Slow drainage is causing severe waterlogging with huge standing puddles blocking the entire lane after today's heavy rain.,waterlogging,43,images/waterlog_07.jpg
R-2322,2026-09-04T21:11:51,12.997048,79.140967,"Streets are damp and slick right now because of the rain, so everyone is driving carefully.",wet_road,33,images/wetroad_03.jpg
R-2323,2026-09-04T21:13:15,13.01,79.13,"Just a bit of moisture on the ground due to the recent rain, causing cars to throw up light spray.",wet_road,25,images/wetroad_04.jpg
R-2324,2026-09-04T21:17:27,13.002717,79.151294,Standing puddles across the lane are causing traffic to crawl at a snail's pace following the severe storm.,waterlogging,40,images/waterlog_06.jpg
R-2325,2026-09-04T21:38:22,12.988658,79.143397,Street flooded from storm surges near the bridge and the heavy rain left the drains totally jammed.,waterlogging,42,images/waterlog_07.jpg
R-2326,2026-09-04T21:40:37,12.94999,79.174993,Ground is super mushy right next to the sidewalk slab. Water has been slowly leaking out of the ground for nearly two days straight.,pipe_leak,50,images/trickle_01.jpg
R-2327,2026-09-04T21:42:45,12.955028,79.134951,Standing water is pooling right over the drain cover because the slots are jammed with roofing shingle granules.,drain_blockage,65,images/drain_02.jpg
R-2328,2026-09-04T21:52:45,13.01,79.139608,"The lane is slightly wet from the weather, resulting in gentle splashing as cars pass by.",wet_road,27,images/wetroad_01.jpg
R-2329,2026-09-04T21:58:30,13.01,79.160753,Stagnant rainwater is filling every pothole on the block because of inadequate drainage during yesterday's heavy rain.,waterlogging,26,images/waterlog_08.jpg
R-2330,2026-09-04T21:59:01,12.999262,79.143088,"Dark greasy stain covering half the lane on Orchard Road near the auto shop, very slick.",normal_road,20,images/noise_02.jpg
R-2331,2026-09-04T22:06:24,13.002509,79.144289,Two deep potholes right on the bend of Sunset Boulevard causing drivers to swerve into oncoming traffic.,normal_road,15,images/noise_05.jpg
R-2332,2026-09-04T22:09:54,12.995983,79.134879,Entire row of pedestrian lights is dead along the dark walking path behind the community pool.,normal_road,15,images/noise_02.jpg
R-2333,2026-09-04T22:15:08,12.97173,79.186697,Heap of rotting yard waste and tree branches blocking half the pedestrian walkway on 12th street.,normal_road,17,images/noise_03.jpg
R-2334,2026-09-04T22:15:14,12.949883,79.174973,A tiny stream of clean water is crossing the walkway continuously. It started yesterday and has been flowing at the same slow rate ever since.,pipe_leak,62,images/trickle_06.jpg
R-2335,2026-09-04T22:19:34,12.974554,79.142833,Scared little dog running loose in traffic near the highway offramp on Lincoln street.,normal_road,21,images/noise_04.jpg
R-2336,2026-09-04T23:18:16,12.944975,79.145089,The storm drain grate by the apartment complex is choked with plastic wrappers. Water won't drain and is forming a big pool.,drain_blockage,63,images/drain_02.jpg
R-2337,2026-09-04T23:24:54,12.949936,79.175064,The dirt near the fire hydrant is completely saturated and muddy. It has been holding standing water for over twenty four hours with no rain.,pipe_leak,52,images/trickle_04.jpg
R-2338,2026-09-04T23:36:49,13.004814,79.165176,Drain is plugged tight with wet grass and twigs. Nasty standing water is backing up into the driveway.,drain_blockage,58,images/drain_05.jpg
R-2339,2026-09-05T00:06:36,12.995961,79.134682,"No parking sign has been completely spray painted over by vandals, totally unreadable now.",normal_road,15,images/noise_03.jpg
R-2340,2026-09-05T00:08:19,12.949954,79.17497,A slow underground leak is making the street surface slippery. The damp patch has been visible since Sunday and hasn't dried at all.,pipe_leak,50,images/trickle_04.jpg
R-2341,2026-09-05T00:15:32,12.94999,79.175041,Water is slowly seeping out from under the curb and pooling in the gutter. It has been doing this since yesterday morning despite the dry weather.,pipe_leak,56,images/trickle_03.jpg
R-2342,2026-09-05T00:16:08,12.955494,79.137235,"Large chunks of asphalt missing around the manhole cover on 5th avenue, rattling loudly when cars drive over.",normal_road,15,images/noise_05.jpg
R-2343,2026-09-05T00:21:49,12.990034,79.160028,The asphalt patch near the intersection is always wet lately. A tiny trickle has been coming up from underneath for the past two days.,pipe_leak,57,images/trickle_02.jpg
R-2344,2026-09-05T00:36:26,12.994657,79.171996,Weird soapy moisture slick stretching across the asphalt near the car wash exit on Miller Road.,normal_road,12,images/noise_04.jpg
R-2345,2026-09-05T00:46:17,12.989998,79.159989,There is a persistent little puddle that stays filled right by my driveway. It has been leaking slowly out of the ground since Saturday night.,pipe_leak,62,images/trickle_05.jpg
R-2346,2026-09-05T00:54:19,12.995334,79.184927,Foul smelling waste water is flooding the street from an unsealed manhole. Awful stench.,sewer_overflow,69,images/drain_06.jpg
R-2347,2026-09-05T01:13:11,12.955153,79.135044,Dark contaminated water is gushing out of the sewer manhole and spreading down the block.,sewer_overflow,64,images/drain_05.jpg
R-2348,2026-09-05T01:15:41,12.949972,79.175023,A tiny stream of water has been creeping across the sidewalk since yesterday afternoon. There has been no rain at all so it has to be a slow pipe leak underneath.,pipe_leak,48,images/trickle_05.jpg
R-2349,2026-09-05T01:22:10,12.964357,79.130519,"Pothole patch job from last month has already caved back in, deeper than it was before.",normal_road,14,images/noise_05.jpg
R-2350,2026-09-05T01:26:33,12.949893,79.174982,The pavement in front of my house has a damp circle that never goes away. It has been weeping water slowly for almost forty eight hours now.,pipe_leak,55,images/trickle_02.jpg
R-2351,2026-09-05T01:35:50,12.97501,79.155149,Sewage is spilling over the rim of the manhole cover and pooling in the bike lane.,sewer_overflow,56,images/drain_03.jpg
R-2352,2026-09-05T01:37:31,12.945136,79.144894,Blocked storm drain on chestnut street needs attention. Water is backing up over the curb and flooding the grass.,drain_blockage,76,images/drain_02.jpg
R-2353,2026-09-05T01:39:19,12.994994,79.185129,The catch basin is totally covered by a pile of discarded cardboard. Dirty water is pooling near the pedestrian ramp.,drain_blockage,54,images/drain_05.jpg
R-2354,2026-09-05T01:40:46,12.949946,79.175078,Ground near the telephone pole is squishy and soaked. A slow trickle has been pooling there since Saturday with no storms in the forecast.,pipe_leak,47,images/trickle_04.jpg
R-2355,2026-09-05T01:53:00,12.949961,79.175141,Water keeps bubbling up in microscopic amounts through a crack in the street. It has formed a small persistent puddle that refuses to dry up.,pipe_leak,53,images/trickle_04.jpg
R-2356,2026-09-05T02:16:34,12.989978,79.159999,The grassy median on 4th street is completely waterlogged. It has been oozing water steadily since Sunday morning even though it is bone dry outside.,pipe_leak,62,images/trickle_04.jpg
R-2357,2026-09-05T02:19:54,12.954993,79.134886,Disgusting brown waste water backing up onto the sidewalk. The odor is extremely potent.,sewer_overflow,72,images/drain_06.jpg
R-2358,2026-09-05T02:23:13,12.992909,79.170766,Shattered beer bottles strewn across the sidewalk right outside the community center playground.,normal_road,10,images/noise_03.jpg
R-2359,2026-09-05T02:33:35,12.955142,79.135141,Drain grate is blocked with mud and old leaves. Water is backing up in the street and splashing cars.,drain_blockage,60,images/drain_03.jpg
R-2360,2026-09-05T02:46:13,12.99514,79.184924,Manhole is overflowing with foul liquid near the gas station. Needs immediate attention.,sewer_overflow,61,images/drain_01.jpg
R-2361,2026-09-05T02:50:34,13.003311,79.146443,Friendly but lost looking beagle wandering around the strip mall parking lot without tags.,normal_road,18,images/noise_03.jpg
R-2362,2026-09-05T02:56:48,12.947203,79.185299,Children at play sign is twisted backwards so drivers coming from the north cant see it at all.,normal_road,23,images/noise_01.jpg
R-2363,2026-09-05T02:58:09,12.999165,79.174862,"Subterranean pipe fracture on Broadway, heavy flows of water are rushing across the tarmac and destroying the street integrity.",water_main_leak,77,images/burst_01.jpg
R-2364,2026-09-05T02:58:39,13.000567,79.181213,Jagged crater in the asphalt right outside the library drop box needs to be filled before someone twists an ankle.,normal_road,12,images/noise_02.jpg
R-2365,2026-09-05T02:58:56,12.990054,79.160081,A very faint stream is running down the curb line consistently. It started sometime yesterday and the weather has been completely clear.,pipe_leak,57,images/trickle_06.jpg
R-2366,2026-09-05T03:08:04,12.974593,79.176411,The bulb on pole number 14 has been dark for a week making the walkway super sketchy at night.,normal_road,17,images/noise_03.jpg
R-2367,2026-09-05T03:11:17,12.995094,79.185035,Dirty black water is coming up through the street drain and filling the air with a terrible stench.,sewer_overflow,66,images/drain_03.jpg
R-2368,2026-09-05T03:11:30,12.998971,79.175071,"hey hurry up and get out here, a main broke and its gushing so much water the whole block is starting to float away.",water_main_leak,82,images/burst_08.jpg
R-2369,2026-09-05T03:12:49,12.999002,79.174965,Severe underground pipe burst on Belmont Ave. Water is gushing fiercely from a split in the road and pooling up deep.,pipe_leak,76,images/burst_07.jpg
R-2370,2026-09-05T03:13:35,12.999137,79.174911,Emergency alert: Catastrophic underground pipe failure sending pressurized water skyward while the concrete roadway buckles and breaks.,water_main_leak,79,images/burst_07.jpg
R-2371,2026-09-05T03:14:40,12.999323,79.175012,"A huge water main has ruptured beneath the intersection on 3rd street, sending torrential streams across all lanes and cracking the pavement.",water_main_leak,83,images/burst_08.jpg
R-2372,2026-09-05T03:15:49,12.998988,79.174943,omg a pipe totally blew up right in front of my house and water is shooting out like a geyser while the street cracks open.,water_main_leak,80,images/burst_03.jpg
R-2373,2026-09-05T03:16:52,12.998883,79.175109,Immediate dispatch needed: Severe water main break producing an unchecked flow that is actively tearing up the asphalt roadway.,water_main_leak,77,images/burst_08.jpg
R-2374,2026-09-05T03:27:34,13.000291,79.179507,Someone dumped an entire set of kitchen cabinets right on the curb next to the mailboxes on 9th street.,normal_road,23,images/noise_02.jpg
R-2375,2026-09-05T03:27:46,12.998932,79.174825,"Water is gushing out of a massive split in the road surface on 7th street, forming a deep pool that is trapping morning drivers.",water_main_leak,82,images/burst_07.jpg
R-2376,2026-09-05T03:29:55,12.999034,79.175049,"yo there is a crazy leak by the park, water is bubbling up super fast and the pavement is totally cracking apart.",water_main_leak,78,images/burst_04.jpg
R-2377,2026-09-05T03:30:05,12.999016,79.175099,Critical water main breach resulting in a heavy gushing flow that is rapidly submerging the road and fracturing the infrastructure.,water_main_leak,76,images/burst_03.jpg
R-2378,2026-09-05T03:31:14,12.999077,79.175042,Severe underground pipe break unleashing a massive water fountain that is tearing up the tarmac and flooding the neighborhood.,water_main_leak,80,images/burst_02.jpg
R-2379,2026-09-05T03:36:57,12.949943,79.174984,The asphalt stays dark and glistening right over the utility line. This slow leak has been active for over a day without any precipitation.,pipe_leak,59,images/trickle_05.jpg
R-2380,2026-09-05T03:39:22,12.998969,79.175077,"URGENT EMERGENCY: Water line busted open on 19th street. Water is blasting out of the asphalt with massive pressure, cars can't pass.",pipe_leak,78,images/burst_08.jpg
R-2381,2026-09-05T03:42:20,13.006025,79.146752,Large orange tabby cat keeps darting out into traffic near the commercial strip on Broadway.,normal_road,17,images/noise_01.jpg
R-2382,2026-09-05T03:55:06,12.99912,79.174929,"Massive water main blew out near the stadium, shooting a powerful jet of water fifty feet into the air and shattering the asphalt.",water_main_leak,75,images/burst_01.jpg
R-2383,2026-09-05T04:00:35,12.998957,79.174837,Pipe broke beneath the road surface on Jefferson Boulevard. Water is gushing out rapidly and threatening nearby basements.,pipe_leak,77,images/burst_01.jpg
R-2384,2026-09-05T04:11:43,12.998986,79.174783,bro an underground pipe just snapped right by my drive way and water is bubbling up so hard the whole street is lifting.,water_main_leak,79,images/burst_04.jpg
R-2385,2026-09-05T04:18:42,12.989957,79.160016,A little puddle by the pedestrian crossing is not evaporating. It has been fed by a constant underground trickle for the past two days.,pipe_leak,55,images/trickle_04.jpg
R-2386,2026-09-05T04:20:00,12.965002,79.150033,Dirt around the manhole cover is turned into thick mud. Water has been slowly seeping up through the soil since yesterday evening.,pipe_leak,61,images/trickle_02.jpg
R-2387,2026-09-05T04:21:44,12.998953,79.175024,Help fast! Water main just popped on Abbott St. Water is shooting right out of the pavement and flooding everything in sight.,pipe_leak,76,images/burst_04.jpg
R-2388,2026-09-05T04:27:42,12.975044,79.154884,Raw sewage leak is flooding the corner with foul smelling waste water and debris.,sewer_overflow,58,images/drain_01.jpg
R-2389,2026-09-05T04:32:52,12.98697,79.189138,Street sign for Harrison Avenue is hanging sideways by just one bolt and looks like it's about to fall down.,normal_road,6,images/noise_02.jpg
R-2390,2026-09-05T04:33:55,12.998925,79.175028,Critical water main failure on Meadow Lane. High pressure water is gushing out of the ground like a broken fire hydrant.,pipe_leak,78,images/burst_04.jpg
R-2391,2026-09-05T04:34:53,12.99874,79.174846,"Critical infrastructure failure: A major water line has ruptured, sending a violent torrent across the lanes and destroying the road.",water_main_leak,80,images/burst_06.jpg
